,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,Ust-Maya,100,RU,1627948551,66,60.4167,134.5333,62.15,12.08
281,Yakeshi,31,CN,1627948551,72,49.2833,120.7333,65.97,4.47
282,Tiarei,90,PF,1627948552,73,-17.5333,-149.3333,82.42,11.23
283,Alofi,40,NU,1627948552,69,-19.0595,-169.9187,76.89,11.5
284,Buraidah,5,SA,1627948552,11,26.326,43.975,84.65,3.67
285,Dakar,40,SN,1627948433,94,14.6937,-17.4441,78.93,4.61
286,Luís Correia,20,BR,1627948553,72,-2.8792,-41.6669,76.73,5.5
287,Bone,20,DE,1627948553,82,51.9669,12.1396,61.47,4.52
288,Praia,75,CV,1627948553,78,14.9215,-23.5087,79.34,9.22
289,Boende,99,CD,1627948554,65,-0.2167,20.8667,76.1,1.19
290,Lata,37,PT,1627948554,95,40.1629,-8.3327,62.04,1.07
291,Montauban,7,FR,1627948554,71,44.0167,1.35,66.99,1.9
292,Loukhi,100,RU,1627948555,98,66.0764,33.0381,53.51,6.98
293,Launceston,94,AU,1627948555,90,-41.45,147.1667,49.15,1.01
294,Rolla,84,US,1627948555,66,37.9514,-91.7713,79.14,1.01
295,Pedro Juan Caballero,14,PY,1627948555,58,-22.5472,-55.7333,57.38,5.21
296,Yar-Sale,98,RU,1627948556,92,66.8333,70.8333,56.19,4.79
297,Puerto Escondido,81,MX,1627948556,73,15.85,-97.0667,84.51,4.21
298,Oistins,20,BB,1627948542,78,13.0667,-59.5333,80.69,9.22
299,Margate,100,GB,1627948556,76,51.3813,1.3862,61.03,1.01
300,Clyde River,90,CA,1627948557,93,70.4692,-68.5914,37.63,5.75
301,Litovko,8,RU,1627948557,60,49.2361,135.1742,77.58,9.86
302,Grand-Santi,54,GF,1627948557,97,4.25,-54.3833,72.61,1.95
303,Tongliao,100,CN,1627948557,84,43.6125,122.2653,66.0,4.05
304,Solano,1,US,1627948558,25,38.2333,-121.9511,100.94,11.5
305,Nemuro,100,JP,1627948558,96,43.3236,145.575,77.43,5.61
306,The Valley,20,AI,1627948558,74,18.217,-63.0578,82.54,10.36
307,Ajdabiya,0,LY,1627948559,27,30.7554,20.2263,86.52,8.55
308,Moroni,1,KM,1627948559,71,-11.7022,43.2551,74.39,7.36
309,Panjakent,9,TJ,1627948559,34,39.4952,67.6093,73.2,7.7
310,Lagoa,8,PT,1627948559,92,39.05,-27.9833,71.87,5.7
311,Bilibino,99,RU,1627948560,75,68.0546,166.4372,35.6,11.36
312,Iisalmi,100,FI,1627948560,97,63.5592,27.1907,60.82,5.35
313,Oranjemund,0,NA,1627948561,60,-28.55,16.4333,59.25,4.47
314,Nambiyūr,96,IN,1627948561,78,11.3667,77.3333,74.79,6.89
315,Tecolutla,53,MX,1627948561,74,20.4833,-97.0167,84.33,10.78
316,Boyolangu,93,ID,1627948562,91,-8.1181,111.8935,75.11,8.48
317,Ontario,1,US,1627948562,17,34.0633,-117.6509,110.73,5.99
318,Polis,0,CY,1627948562,41,35.0367,32.4264,82.22,0.87
319,Vardø,51,NO,1627948562,86,70.3705,31.1107,47.71,1.03
320,Ulladulla,43,AU,1627948563,53,-35.35,150.4667,61.88,12.66
321,Noumea,0,NC,1627948563,99,-22.2763,166.4572,73.0,7.31
322,Sobolevo,58,RU,1627948563,82,54.4299,31.8996,59.97,9.89
323,Anadyr,90,RU,1627948564,93,64.75,177.4833,46.9,17.9
324,Olafsvik,100,IS,1627948564,81,64.8945,-23.7142,53.06,5.73
325,Sydney,40,AU,1627948522,83,-33.8679,151.2073,64.31,1.99
326,Piaçabuçu,21,BR,1627948564,88,-10.4056,-36.4344,71.94,10.33
327,Singapore,75,SG,1627948457,97,1.2897,103.8501,75.34,0.0
328,Grindavik,75,IS,1627948565,100,63.8424,-22.4338,53.55,8.05
329,Koyelga,52,RU,1627948565,66,54.6522,60.9049,64.0,6.6
330,Haines Junction,96,CA,1627948565,41,60.7522,-137.5108,76.95,4.61
331,Kavaratti,81,IN,1627948566,72,10.5669,72.642,81.82,13.29
332,Ribas do Rio Pardo,5,BR,1627948566,53,-20.4431,-53.7592,67.14,6.38
333,Hualmay,7,PE,1627948566,81,-11.0964,-77.6139,64.58,11.61
334,Nabire,89,ID,1627948566,89,-3.3667,135.4833,78.04,3.44
335,Praia,75,CV,1627948567,78,14.9215,-23.5087,79.34,9.22
336,Sumenep,22,ID,1627948567,75,-7.0167,113.8667,80.76,5.19
337,Yangi Marg`ilon,77,UZ,1627948567,56,40.4272,71.7189,72.82,2.3
338,Mosquera,40,CO,1627948568,58,4.7059,-74.2302,59.09,11.5
339,Chufarovo,19,RU,1627948568,62,54.0963,47.3367,70.23,7.63
340,Lavrentiya,100,RU,1627948568,99,65.5833,-171.0,45.16,8.03
341,Mackay,6,AU,1627948569,83,-21.15,149.2,76.05,5.75
342,Ixtapa,33,MX,1627948569,78,20.7,-105.2,87.22,4.0
343,Bergeijk,90,NL,1627948569,94,51.3192,5.3583,58.71,1.14
344,Kānt,11,IN,1627948570,88,27.8,79.8,78.35,12.1
345,Broken Hill,4,AU,1627948570,87,-31.95,141.4333,44.31,17.27
346,Yenagoa,100,NG,1627948570,94,4.9247,6.2642,74.86,3.49
347,Bathsheba,20,BB,1627948571,78,13.2167,-59.5167,81.21,9.22
348,Sitka,90,US,1627948571,67,57.0531,-135.33,62.49,10.36
349,Porto Santo,40,PT,1627948571,78,33.072,-16.3415,71.51,13.8
350,Villarrobledo,6,ES,1627948572,76,39.2699,-2.6012,67.78,13.31
351,Huarmey,5,PE,1627948572,80,-10.0681,-78.1522,66.0,9.75
352,La Ronge,40,CA,1627948572,34,55.1001,-105.2842,82.65,3.44
353,Semnan,96,IR,1627948573,32,35.5729,53.3971,78.19,11.41
354,Cayenne,36,GF,1627948573,85,4.9333,-52.3333,79.09,0.0
355,Viedma,80,AR,1627948573,34,-40.8135,-62.9967,56.37,8.1
356,Sambava,12,MG,1627948573,90,-14.2667,50.1667,66.94,6.58
357,Marrakesh,0,MA,1627948574,60,31.6315,-8.0083,73.47,8.05
358,Jianning,0,CN,1627948574,64,27.8333,113.15,86.13,4.65
359,Tilichiki,77,RU,1627948574,49,60.4667,166.1,51.35,21.68
360,Arlit,99,NE,1627948575,40,18.7369,7.3853,89.08,15.08
361,Oxapampa,92,PE,1627948575,96,-10.5775,-75.4017,56.77,0.85
362,Mpika,20,ZM,1627948575,64,-11.8343,31.4529,53.51,5.55
363,Mayskiy,2,RU,1627948575,37,47.6931,40.1025,72.81,5.84
364,Wiang Sa,95,TH,1627948576,94,8.6359,99.3666,81.0,2.15
365,Mingoyo,29,TZ,1627948576,92,-10.1,39.6333,65.25,3.8
366,Şırnak,40,TR,1627948576,44,37.5228,42.4594,68.92,8.08
367,Dawlatabad,0,AF,1627948577,16,36.4141,64.9053,79.93,5.84
368,Aykhal,88,RU,1627948577,49,66.0,111.5,68.97,16.26
369,Safranbolu,0,TR,1627948577,59,41.2508,32.6942,63.9,1.95
370,Vestmannaeyjar,100,IS,1627948577,83,63.4427,-20.2734,52.72,3.91
371,Jasper,46,US,1627948578,63,37.2001,-94.3502,80.83,1.99
372,Port Hardy,40,CA,1627948578,63,50.6996,-127.4199,66.38,11.5
373,Severo-Kuril'sk,97,RU,1627948578,73,50.6789,156.125,52.92,19.22
374,Tierra Colorada,51,MX,1627948579,86,17.1667,-99.5833,83.66,3.58
375,St. Pete Beach,70,US,1627948579,71,27.7253,-82.7412,89.02,1.01
376,Thunder Bay,40,CA,1627948579,37,48.4001,-89.3168,80.58,9.22
377,Šibenik,85,HR,1627948579,42,43.7272,15.9058,76.66,4.34
378,Vila Velha,0,BR,1627948580,81,-20.3297,-40.2925,72.97,0.0
379,Bowen,7,AU,1627948580,62,-20.0167,148.2333,68.22,10.36
380,Maraã,90,BR,1627948580,61,-1.8333,-65.3667,77.18,0.96
381,Talaya,95,RU,1627948581,61,61.3833,152.75,42.31,13.62
382,Yuancheng,97,CN,1627948581,59,36.652,107.7896,71.67,18.99
383,Manggar,97,ID,1627948581,74,-2.8833,108.2667,82.76,11.74
384,Jutaí,8,BR,1627948581,55,-5.1833,-68.9,75.33,1.16
385,Gondanglegi,34,ID,1627948582,84,-7.7479,112.0132,76.98,14.38
386,Inta,54,RU,1627948582,83,66.0317,60.1659,54.05,4.32
387,Pāsighāt,100,IN,1627948582,94,28.0667,95.3333,77.52,2.48
388,Cockburn Town,40,TC,1627948429,74,21.4612,-71.1419,82.36,13.8
389,Biak,58,ID,1627948583,70,-0.9131,122.8766,79.36,7.38
390,Lavumisa,57,SZ,1627948583,87,-27.31,31.892,61.07,1.79
391,Natchitoches,75,US,1627948583,94,31.7668,-93.1335,79.65,0.0
392,Erenhot,100,CN,1627948583,58,43.6475,111.9767,71.6,12.77
393,Katsuura,48,JP,1627948584,76,35.1333,140.3,86.14,11.1
394,Horsham,0,GB,1627948584,77,51.064,-0.3272,60.31,3.44
395,Kabelvåg,100,NO,1627948584,80,68.2114,14.4817,49.53,6.11
396,Urengoy,13,RU,1627948585,80,65.9667,78.3667,60.08,7.2
397,Storm Lake,1,US,1627948585,56,42.6411,-95.2097,79.36,0.0
398,Talnakh,98,RU,1627948585,51,69.4865,88.3972,70.99,5.01
399,Chegdomyn,100,RU,1627948585,94,51.1167,133.0167,69.04,1.79
400,Ouahigouya,91,BF,1627948586,60,13.5828,-2.4216,83.16,11.36
401,Mar del Plata,0,AR,1627948586,46,-38.0023,-57.5575,52.12,8.99
402,Searcy,48,US,1627948586,99,35.2506,-91.7363,87.22,5.68
403,Quelimane,0,MZ,1627948587,80,-17.8786,36.8883,61.77,2.82
404,Kiunga,85,PG,1627948587,76,-6.1219,141.2906,77.16,3.74
405,Constitución,0,CL,1627948587,70,-35.3333,-72.4167,54.46,7.36
406,Quatre Cocos,1,MU,1627948587,72,-20.2078,57.7625,59.11,4.97
407,Saint-Augustin,100,CA,1627948588,80,51.226,-58.6502,60.89,14.45
408,Dubbo,90,AU,1627948588,87,-32.25,148.6167,51.93,11.5
409,Barra de São Francisco,98,BR,1627948588,73,-18.755,-40.8908,64.89,3.18
410,Seidu,10,SL,1627948589,96,9.0167,-10.6,66.07,2.1
411,Broome,0,US,1627948589,71,42.2506,-75.833,65.17,2.82
412,Río Gallegos,0,AR,1627948589,61,-51.6226,-69.2181,42.85,25.32
413,Washington,1,US,1627948146,20,47.5001,-120.5015,99.77,11.18
414,Capaci,0,IT,1627948590,88,38.1711,13.2393,85.5,1.01
415,Katangli,100,RU,1627948590,94,51.7102,143.2326,53.06,12.75
416,Hirara,75,JP,1627948590,89,24.8,125.2833,82.67,6.91
417,Fiumicino,0,IT,1627948590,77,41.7675,12.2291,76.48,2.3
418,Eureka,53,US,1627948591,74,40.8021,-124.1637,69.21,3.0
419,Ngunguru,33,NZ,1627948591,76,-35.6167,174.5,56.16,26.02
420,Tottori-shi,75,JP,1627948468,73,35.5,134.2333,78.87,5.75
421,Nome,90,US,1627948591,88,64.5011,-165.4064,59.16,14.97
422,Pacific Grove,59,US,1627948533,71,36.6177,-121.9166,91.15,5.01
423,Vershino-Darasunskiy,93,RU,1627948592,86,52.35,115.5167,61.63,2.68
424,Teahupoo,87,PF,1627948592,73,-17.8333,-149.2667,76.96,12.82
425,Tabuk,100,PH,1627948592,76,17.4189,121.4443,80.58,1.41
426,Pringsewu,96,ID,1627948593,95,-5.3582,104.9744,74.23,2.28
427,Kluczbork,9,PL,1627948593,84,50.9728,18.2182,58.98,6.46
428,Tiznit Province,21,MA,1627948593,74,29.5833,-9.5,65.77,3.85
429,Lázaro Cárdenas,17,MX,1627948594,75,17.9583,-102.2,85.12,9.24
430,Yagodnoye,55,RU,1627948594,50,62.55,149.6667,48.06,8.88
431,Ushtobe,100,KZ,1627948594,23,45.2514,77.9838,72.84,6.85
432,Kamenka,23,RU,1627948594,47,51.3223,42.7678,73.27,4.79
433,Honiara,40,SB,1627948595,70,-9.4333,159.95,83.48,5.14
434,San Angelo,100,US,1627948508,49,31.4638,-100.437,86.63,3.0
435,Guilin,77,CN,1627948595,71,25.2819,110.2864,80.71,3.27
436,Mason City,55,US,1627948595,47,43.1536,-93.201,80.1,5.39
437,Rawson,45,AR,1627948596,35,-43.3002,-65.1023,57.63,9.89
438,Sistranda,53,NO,1627948596,70,63.7256,8.834,51.91,5.41
439,Grants Pass,1,US,1627948596,16,42.439,-123.3284,103.6,1.01
440,Poindimié,4,NC,1627948597,58,-20.9333,165.3333,71.08,6.02
441,Rocha,17,UY,1627948597,92,-34.4833,-54.3333,44.94,0.36
442,Novoanninskiy,12,RU,1627948597,43,50.5287,42.6747,75.52,6.44
443,Novobirilyussy,87,RU,1627948597,77,56.9514,90.6661,58.33,2.66
444,Ilebo,87,CD,1627948598,34,-4.3167,20.5833,69.57,1.66
445,Berezyne,22,UA,1627948598,85,46.2294,29.2022,70.41,7.4
446,Dingle,100,PH,1627948598,78,10.9995,122.6711,83.16,12.82
447,Mugur-Aksy,6,RU,1627948599,53,50.35,90.5,54.55,1.83
448,Marsh Harbour,100,BS,1627948599,75,26.5412,-77.0636,83.55,12.19
449,Ban Nahin,99,LA,1627948599,99,18.2418,104.2122,75.65,2.15
450,Farah,0,AF,1627948599,16,32.5,62.5,77.92,5.19
451,Kanniyākumāri,100,IN,1627948600,79,8.0833,77.5667,78.49,18.72
452,Richards Bay,95,ZA,1627948600,82,-28.783,32.0377,63.99,4.76
453,Campbellsville,17,US,1627948600,48,37.3434,-85.3419,78.58,6.08
454,Pochutla,87,MX,1627948601,78,15.7432,-96.4661,87.82,4.94
455,Koubia,56,GN,1627948601,97,11.5833,-11.9,66.33,3.8
456,Līsakovsk,34,KZ,1627948601,60,52.5369,62.4936,67.53,1.99
457,Usinsk,99,RU,1627948602,91,65.9939,57.5281,53.92,5.19
458,Basco,100,PH,1627948602,91,20.4487,121.9702,81.37,30.98
459,Hangu,31,CN,1627948602,78,39.2489,117.7892,78.84,3.8
460,Luau,35,AO,1627948603,41,-10.7073,22.2247,62.64,3.29
461,Derzhavīnsk,5,KZ,1627948603,49,51.1,66.3167,69.53,1.23
462,Sirte,0,LY,1627948603,70,31.2089,16.5887,82.6,7.65
463,Los Llanos de Aridane,90,ES,1627948604,92,28.6585,-17.9182,69.55,11.5
464,Kingsland,94,US,1627948604,62,30.8,-81.6898,84.04,1.99
465,Laguna,1,US,1627948604,16,38.421,-121.4238,103.44,4.0
466,Beringovskiy,100,RU,1627948605,95,63.05,179.3167,44.38,5.17
467,Vondrozo,28,MG,1627948605,98,-22.8167,47.2833,57.24,3.15
468,Johnson City,1,US,1627948539,68,36.3134,-82.3535,77.58,0.0
469,Naze,77,JP,1627948605,85,28.3667,129.4833,81.52,16.8
470,Yarmouth,28,US,1627948606,71,41.7057,-70.2286,74.97,1.99
471,Langham,79,CA,1627948606,17,52.3668,-106.9679,96.03,7.94
472,Gopālpur,100,IN,1627948606,69,19.2667,84.9167,83.57,4.03
473,Eskişehir,0,TR,1627948606,35,39.7767,30.5206,67.87,3.36
474,Sanguéya,82,GN,1627948607,96,10.7,-14.3667,73.06,3.85
475,Popondetta,88,PG,1627948607,57,-8.7537,148.2534,85.62,2.51
476,Ürümqi,0,CN,1627948348,25,43.801,87.6005,70.75,11.18
477,Antofagasta,1,CL,1627948607,74,-23.65,-70.4,56.48,2.98
478,Hamilton,74,US,1627948588,58,39.1834,-84.5333,75.97,1.01
479,Takoradze,52,GH,1627948608,89,4.8845,-1.7554,75.92,5.53
480,Haapsalu,18,EE,1627948608,82,58.9431,23.5414,61.02,11.32
481,Fairbanks,1,US,1627948608,43,64.8378,-147.7164,87.1,4.61
482,Selizharovo,96,RU,1627948609,91,56.8519,33.4487,58.23,12.73
483,Faya,100,SA,1627948609,67,18.3851,42.4509,64.51,8.5
484,Makkah al Mukarramah,70,SA,1627948609,58,21.4267,39.8261,85.82,7.72
485,Baruun-Urt,96,MN,1627948610,44,46.6806,113.2792,69.26,7.76
486,Araouane,30,ML,1627948610,32,18.9048,-3.5265,95.92,6.8
487,Payakumbuh,96,ID,1627948610,95,-0.2202,100.6308,70.36,1.52
488,Sorata,93,BO,1627948610,94,-15.7667,-68.6333,39.88,5.77
489,Okhotsk,100,RU,1627948611,62,59.3833,143.3,59.67,11.1
490,Tunceli,65,TR,1627948611,50,39.1083,39.5471,75.6,7.52
491,Hailar,41,CN,1627948611,64,49.2,119.7,67.05,7.2
492,Moerai,68,PF,1627948612,77,-22.4333,-151.3333,75.24,19.24
493,Metro,99,ID,1627948612,88,-5.1131,105.3067,75.07,3.85
494,Chipinge,0,ZW,1627948612,58,-20.1883,32.6236,50.65,6.49
495,Puerto del Rosario,10,ES,1627948497,78,28.5004,-13.8627,71.35,14.97
496,Keïta,89,NE,1627948612,72,14.7551,5.7749,79.61,12.19
497,Hervey Bay,3,AU,1627948613,79,-25.2986,152.8535,77.04,4.0
498,Landskrona,22,SE,1627948613,81,55.8708,12.8302,61.99,8.12
499,Comodoro Rivadavia,0,AR,1627948450,26,-45.8667,-67.5,58.86,23.02
500,Ihosy,14,MG,1627948613,72,-22.4,46.1167,55.04,3.89
501,La Palma,1,US,1627948614,35,33.8464,-118.0467,109.81,7.0
502,Oshnavīyeh,37,IR,1627948614,71,37.0397,45.0983,64.65,2.64
503,Pyaozerskiy,100,RU,1627948614,89,65.8333,31.1667,52.84,8.77
504,Santa Fe,0,AR,1627948534,67,-31.6333,-60.7,54.01,5.86
505,Nishihara,40,JP,1627948615,84,26.1842,127.7558,83.68,17.27
506,Mayo,23,US,1627948615,67,38.8876,-76.5119,79.39,3.0
507,Las Cruces,77,US,1627948503,50,32.3123,-106.7783,89.47,7.29
508,Todos Santos,81,MX,1627948615,72,23.45,-110.2167,97.02,5.21
509,Umluj,6,SA,1627948616,39,25.0213,37.2685,89.44,4.09
510,Kondoa,43,TZ,1627948616,82,-4.9,35.7833,54.21,4.0
511,Ingleside,1,US,1627948616,76,27.8778,-97.2117,90.05,1.99
512,Gamba,71,GA,1627948616,90,-2.65,10.0,72.72,3.11
513,Ambilobe,3,MG,1627948617,90,-13.2,49.05,65.12,3.13
514,Chimbote,6,PE,1627948617,83,-9.0853,-78.5783,64.9,8.93
515,De-Kastri,100,RU,1627948617,97,51.4667,140.7833,55.98,7.45
516,Solhan,9,TR,1627948618,55,38.9634,41.0293,68.41,6.93
517,Liaocheng,3,CN,1627948618,80,36.4439,115.9647,77.14,6.08
518,Cherskiy,62,RU,1627948618,50,68.75,161.3,46.47,17.4
519,Pangoa,72,PE,1627948619,62,-12.1167,-73.0,71.85,2.21
520,Birjand,0,IR,1627948619,18,32.8663,59.2211,68.47,9.22
521,Panan,100,PH,1627948619,85,15.2134,120.0272,84.24,15.37
522,Saldanha,0,ZA,1627948619,69,-33.0117,17.9442,53.65,2.98
523,Sittwe,100,MM,1627948620,95,20.15,92.9,77.04,7.7
524,Jucás,6,BR,1627948620,43,-6.5253,-39.5275,73.35,5.12
525,Mangit,99,UZ,1627948620,33,40.5971,70.9607,74.48,4.23
526,Buseresere,48,TZ,1627948620,51,-3.0236,31.8747,64.8,0.76
527,Varnavino,93,RU,1627948621,69,57.4035,45.0916,70.14,9.95
528,Perth,75,AU,1627948333,94,-31.9333,115.8333,51.67,5.75
529,Santander de Quilichao,81,CO,1627948621,62,3.0095,-76.4849,79.41,4.52
530,Bol,76,TD,1627948621,75,13.4586,14.7147,80.76,9.37
531,Kannabechō-yahiro,55,JP,1627948622,60,34.5333,133.3833,84.94,2.82
532,Heraclea,0,TR,1627948622,44,37.5133,34.0467,70.25,7.31
533,Iqaluit,75,CA,1627948622,93,63.7506,-68.5145,47.93,3.44
534,Victor Harbor,60,AU,1627948623,69,-35.5667,138.6167,53.73,19.19
535,Ishigaki,75,JP,1627948623,94,24.3448,124.1572,82.53,4.61
536,Maceió,75,BR,1627948400,100,-9.6658,-35.7353,72.84,4.61
537,San Vicente,0,AR,1627948623,79,-26.6167,-54.1333,46.44,3.4
538,Staryy Nadym,85,RU,1627948624,79,65.6118,72.6842,57.61,8.7
539,Opunake,100,NZ,1627948624,84,-39.4556,173.8583,50.61,17.85
540,Kunashak,59,RU,1627948624,74,55.7032,61.5498,68.52,7.4
541,Apollonia,0,GR,1627948624,66,36.9716,24.7231,86.13,9.64
542,Balabac,100,PH,1627948625,75,7.9868,117.0645,84.88,17.38
543,Dunmore Town,100,BS,1627948625,77,25.5,-76.65,83.32,12.17
544,Merritt Island,40,US,1627948625,86,28.5392,-80.672,82.18,5.01
545,Kattivākkam,84,IN,1627948625,63,13.2167,80.3167,84.29,12.68
546,Timbiras,7,BR,1627948626,53,-4.2553,-43.9406,73.81,1.63
547,Vermillion,2,US,1627948626,26,42.7794,-96.9292,79.47,12.28
548,Saryg-Sep,3,RU,1627948626,69,51.5,95.6,56.19,2.68
549,Agadir,2,MA,1627948560,88,30.4202,-9.5982,70.25,7.45
550,Filingué,100,NE,1627948627,52,14.3521,3.3168,86.61,9.57
551,Khandagayty,9,RU,1627948627,50,50.7333,92.05,62.67,2.42
552,Ahipara,25,NZ,1627948627,83,-35.1667,173.1667,54.95,28.52
553,Hvolsvollur,99,IS,1627948628,84,63.7533,-20.2243,50.81,2.28
554,Ratne,42,UA,1627948628,93,51.6683,24.5303,55.71,7.67
555,Wexford,87,IE,1627948628,87,52.3342,-6.4575,56.66,3.62
556,Vestmanna,90,FO,1627948628,100,62.1564,-7.1664,49.12,12.66
557,Ruteng,69,ID,1627948629,83,-8.6136,120.4721,65.39,2.33
558,Alizai,13,PK,1627948629,65,33.5383,70.3462,78.75,1.03
559,Port Hedland,46,AU,1627948629,30,-20.3167,118.5667,55.45,6.91
